id,con_val,其他,图书馆,开水,教务处,文印中心,校医院,校车,洗衣房,淋浴,超市,食堂
1752,10888.27,0.0,112.6,787.19,96.2,87.3,0.0,223.88,90.06,98.2,996.0,8396.84
1753,13929.07,0.0,328.8,909.71,15.0,192.0,0.0,315.0,285.6,356.5,937.8,10588.66
1762,10708.05,0.0,208.03,859.25,0.0,46.5,0.0,413.8,32.4,39.9,1049.52,8058.65
1764,6532.21,0.0,26.5,809.45,0.0,66.05,10.4,335.4,111.6,61.3,447.7,4663.81
1765,10071.62,0.0,48.9,1283.43,32.0,15.85,0.0,197.43,159.72,88.35,518.9,7727.04
1766,12907.77,0.0,157.0,3246.39,0.0,4.5,3.5,1430.5,39.6,180.94,964.6,6880.74
1767,11903.08,0.0,180.53,1083.16,5.0,11.75,0.0,2304.18,46.8,543.05,436.2,7292.41
1768,8222.06,7.73,524.7,505.88,66.7,1.0,0.0,55.1,192.2,206.4,370.1,6292.25
1769,8527.19,0.0,327.33,1481.18,0.0,21.2,0.0,1148.9,25.2,127.33,569.88,4826.17
1770,8166.16,0.0,32.0,836.99,11.0,2.8,0.0,339.8,85.9,155.0,580.2,6122.47
1771,9851.66,0.0,168.8,1102.75,36.5,42.3,0.0,336.08,97.2,203.0,804.49,7060.54
1772,362.54,0.0,0.0,32.7,0.0,0.0,0.0,0.0,0.0,0.0,49.9,279.94
1773,10267.84,0.0,211.55,1821.01,0.0,7.35,1.0,2022.64,36.4,152.38,473.1,5542.41
1774,554.77,0.0,0.0,15.02,0.0,0.0,0.0,0.0,0.0,1.5,0.0,538.25
1775,7387.91,0.0,96.6,725.68,48.9,10.8,0.0,174.96,99.5,223.73,62.9,5944.84
1776,8286.01,20.2,50.4,831.13,0.0,64.9,0.0,331.68,5.1,79.73,1070.1,5832.77
1777,6084.73,0.0,245.7,506.56,18.4,16.8,0.0,242.0,93.6,141.8,190.0,4629.87
1778,12084.99,0.0,304.53,1117.23,33.0,61.0,0.0,264.6,147.6,143.1,693.7,9320.23
1779,10576.41,0.0,464.2,742.45,20.0,12.55,51.0,255.3,26.4,188.1,839.9,7976.51
1782,8463.51,12.8,210.8,1058.75,2.2,213.3,0.0,101.7,32.4,17.9,301.6,6512.06
1783,8625.12,0.0,229.0,951.68,0.0,74.7,0.0,854.9,36.0,122.6,359.6,5996.64
1784,10952.7,4.0,184.2,2964.15,0.0,26.4,45.0,1773.2,0.0,166.8,95.9,5693.05
1785,10799.11,1.52,197.3,1181.35,22.5,12.8,0.0,241.55,161.84,85.2,407.42,8487.63
1786,1634.3,0.0,0.0,12.3,15.0,0.0,131.0,2.0,0.0,0.0,464.0,1010.0
1787,14435.0,0.0,320.5,2454.85,0.0,41.25,7.0,2197.02,14.4,63.3,1401.6,7935.08
1794,10545.23,0.0,0.0,707.02,0.0,0.0,0.0,131.33,25.38,39.3,897.4,8744.8
1795,14037.89,0.0,300.4,394.09,24.0,511.8,0.0,255.1,62.4,16.4,940.7,11533.0
1802,12692.57,0.0,112.3,1208.22,5.5,2.4,0.0,68.92,58.62,216.3,1598.3,9422.01
1803,12539.74,0.0,153.7,183.39,29.0,18.85,0.0,30.0,118.8,219.4,1358.2,10428.4
1806,7091.64,0.0,91.6,469.72,84.0,19.1,0.0,813.8,29.0,93.8,178.9,5311.72
1807,6483.48,0.0,85.5,611.06,37.0,54.05,0.0,619.9,43.2,154.9,252.1,4625.77
1808,149.74,0.0,0.0,0.14,15.0,0.0,0.0,5.6,0.0,1.5,0.7,126.8
1809,7542.71,0.0,149.75,589.17,5.5,89.6,0.0,746.2,79.2,136.2,697.6,5049.49
1810,9688.33,0.0,142.78,1063.57,1.5,23.6,0.0,172.72,40.98,163.0,618.9,7461.28
1811,8685.84,0.0,235.3,539.81,5.0,11.1,0.0,164.55,6.0,174.4,1671.0,5878.68
1812,10034.04,0.0,31.8,767.57,0.0,43.5,0.0,165.62,84.12,92.0,816.4,8033.03
1813,9807.26,0.0,49.9,309.86,5.5,21.55,0.0,132.5,133.2,110.1,813.24,8231.41
1814,605.68,0.0,0.0,0.88,25.0,0.0,0.0,7.5,0.0,0.8,20.5,551.0
1815,9523.42,4.0,190.3,426.42,2.2,7.0,130.0,358.35,175.7,203.7,962.6,7063.15
1816,7889.78,0.0,213.1,484.7,0.0,9.2,0.0,284.9,0.0,84.2,1299.7,5513.98
1817,258.81,0.0,0.0,0.01,0.0,0.0,0.0,7.1,0.0,0.5,0.0,251.2
1818,166.71,0.0,0.0,12.91,0.0,0.0,0.0,0.0,0.0,0.0,27.3,126.5
1819,8785.18,0.0,92.7,1125.11,11.8,0.0,9.5,390.9,12.0,9.4,559.2,6574.57
1820,7633.97,0.0,203.1,872.41,0.0,26.8,0.0,391.2,50.4,65.8,391.0,5633.26
1821,12364.86,0.0,61.3,2890.61,0.0,34.55,0.0,1808.76,46.8,243.1,234.9,7044.84
1826,9129.86,0.0,102.7,1190.64,56.0,80.65,0.0,578.2,104.4,107.21,475.3,6434.76
1827,9092.94,0.0,114.4,641.38,30.5,56.0,0.0,449.95,28.8,173.4,398.3,7200.21
1830,8555.28,0.0,212.5,778.33,1.3,1.3,0.0,239.5,65.5,119.33,190.1,6947.42
1831,10116.9,0.0,95.75,3585.51,0.0,20.4,21.5,683.86,0.0,115.7,116.2,5477.98
1832,10052.36,0.05,67.0,497.31,29.2,4.7,0.0,77.08,67.96,333.67,434.4,8540.99
1833,10651.22,0.0,202.9,272.29,3.0,30.45,0.0,40.55,144.0,187.65,533.0,9237.38
1834,10998.11,0.0,57.6,1049.77,28.7,10.6,0.0,139.92,44.8,64.0,1495.96,8106.76
1835,10158.5,0.0,163.05,316.44,14.3,87.4,0.0,163.1,122.4,112.6,1590.38,7588.83
1838,10005.9,0.0,288.2,666.51,25.79,179.75,0.0,555.0,93.6,153.07,516.61,7527.37
1839,12147.1,136.3,201.5,1203.26,32.7,77.15,0.0,974.03,46.8,92.0,1139.6,8243.76
1840,10320.06,0.0,224.9,677.49,57.2,7.25,0.0,216.47,49.56,32.1,804.3,8250.79
1841,8702.77,0.0,263.83,684.34,0.0,31.65,0.0,181.85,86.4,105.2,693.6,6655.9
1842,12910.04,0.0,297.6,624.95,131.1,7.25,0.0,106.81,45.6,189.3,1731.92,9775.51
1843,10260.52,0.0,504.4,440.97,7.5,19.2,0.0,94.9,140.4,130.2,1306.9,7616.05
1846,6889.63,0.0,292.5,330.45,13.0,27.6,0.0,352.2,68.4,76.52,666.9,5062.06
1847,4529.26,0.0,3.8,525.39,50.0,6.7,0.0,87.4,39.6,247.5,167.0,3401.87
1848,8924.94,10.99,161.7,516.46,35.0,10.8,0.0,176.4,86.4,81.6,412.3,7433.29
1849,6367.1,0.0,224.1,315.41,15.8,75.75,0.0,130.0,166.8,122.4,747.1,4569.74
1850,8318.71,0.0,0.0,576.13,10.0,0.0,0.0,152.18,57.38,78.23,781.3,6663.49
1851,11731.45,0.0,88.2,855.79,14.0,174.65,0.0,78.4,108.0,138.9,707.3,9566.21
1852,8305.62,0.0,70.75,2636.45,8.0,4.0,12.5,725.36,0.0,65.3,130.5,4652.76
1853,8626.3,0.0,82.55,2736.27,0.0,86.26,185.5,796.12,9.0,95.1,119.9,4515.6
1854,319.4,0.0,0.0,45.5,0.0,0.0,0.0,0.0,0.0,0.0,14.0,259.9
1855,11756.4,0.1,422.8,1161.27,0.0,14.2,0.0,257.86,80.4,124.1,808.4,8887.27
1858,7861.12,0.0,69.8,1178.26,12.2,16.1,0.0,176.45,59.4,148.85,389.9,5810.16
1859,7660.36,0.0,136.1,229.28,10.6,27.0,0.0,111.5,25.2,68.9,246.93,6804.85
1860,8077.81,0.0,170.8,714.11,0.0,3.0,25.5,302.63,10.8,250.6,665.6,5934.77
1861,8002.23,0.0,142.4,511.49,0.0,31.35,0.0,296.88,136.8,96.4,539.75,6247.16
1864,5286.43,0.0,229.8,364.96,0.0,0.45,0.0,56.7,36.0,125.8,1037.1,3435.62
1865,11317.3,0.2,157.5,1218.7,0.0,0.1,0.0,487.46,7.56,69.88,1049.62,8326.28
1870,11151.03,0.0,68.9,852.64,31.3,1.0,0.0,136.39,83.56,48.2,1553.58,8375.46
1871,9283.84,0.0,331.9,217.33,6.4,18.25,0.0,95.95,283.2,94.9,1174.1,7061.81
1872,15228.42,0.0,0.0,750.42,18.2,3.7,0.0,182.06,211.56,131.7,3137.5,10793.28
1873,11624.8,0.0,20.88,677.64,27.5,3.85,0.0,153.83,133.2,68.1,2027.84,8511.96
1874,8249.74,0.0,45.7,591.44,2.1,0.0,0.0,123.42,81.78,51.7,1682.7,5670.9
1875,6869.36,0.0,252.2,654.15,33.0,65.1,0.0,152.5,93.6,179.4,959.6,4479.81
1882,9495.45,0.0,233.7,1071.6,82.25,19.9,0.0,298.0,1.2,65.8,1648.79,6074.21
1883,11450.04,0.0,383.3,587.51,2.0,1.8,0.0,301.62,64.98,131.05,1273.1,8704.68
1884,9306.27,0.0,118.2,198.21,15.1,0.0,0.0,120.9,102.0,273.86,920.0,7558.0
1885,11642.35,0.0,222.0,578.25,0.0,10.8,0.0,99.0,168.8,329.92,1216.4,9017.18
1888,7637.21,0.01,42.6,555.34,58.4,0.0,0.0,98.37,51.78,82.8,780.1,5967.81
1889,9385.29,0.0,115.0,384.49,38.0,21.9,0.0,76.46,159.6,170.5,956.7,7462.64
1894,8458.43,0.0,236.2,481.13,44.5,8.0,0.0,335.0,10.8,61.8,345.6,6935.4
1895,10529.08,0.4,298.21,606.33,34.6,6.35,0.0,689.28,50.7,84.24,580.66,8178.31
1896,9143.65,0.0,184.2,688.84,10.8,0.0,32.0,608.9,129.6,32.6,717.28,6739.43
1897,10364.79,0.1,286.33,1517.58,0.0,176.57,12.0,1819.01,0.0,820.1,11.4,5721.7
1898,559.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,524.2
1899,9999.78,0.0,170.8,796.88,29.9,15.7,0.0,205.65,122.4,91.2,911.9,7655.35
1902,9627.36,0.0,75.6,669.76,10.0,0.0,0.0,168.01,25.2,31.7,1452.0,7195.09
1903,8696.01,0.0,167.5,519.4,0.0,25.4,0.0,187.0,72.0,78.5,1181.7,6464.51
1906,12521.85,0.0,105.1,531.39,32.0,12.0,0.0,211.1,89.16,213.1,1640.5,9687.5
1907,13186.21,0.0,229.1,294.56,12.1,47.95,0.0,99.6,169.2,445.8,1697.6,10190.3
1908,13156.33,161.78,85.85,2317.33,0.0,9.4,3.0,1293.33,46.8,268.97,423.0,8546.87
1909,6618.27,0.0,244.5,386.93,99.0,1.7,0.0,79.7,106.4,175.6,341.3,5183.14
1912,15348.15,0.0,56.0,1759.01,0.0,16.25,0.0,478.75,219.6,18.1,3002.8,9797.64
1913,10019.84,0.0,70.6,634.4,13.0,25.15,0.0,311.4,57.6,25.6,1182.1,7699.99
1916,374.38,0.0,0.0,63.88,0.0,0.0,0.0,0.0,0.0,2.2,13.2,295.1
1917,9838.56,0.0,80.6,424.15,0.0,10.0,0.0,203.46,86.34,50.0,1983.05,7000.96
1918,8918.02,0.9,185.6,693.09,0.0,0.1,0.0,147.5,83.58,90.2,833.0,6884.05
1919,8247.76,113.77,88.7,247.62,0.0,39.0,57.8,189.9,205.2,128.7,935.5,6241.57
1920,9394.8,0.0,196.3,601.21,25.4,34.5,0.0,453.6,7.2,145.83,612.1,7318.66
1921,8043.99,0.0,139.94,477.49,0.0,13.5,0.0,241.36,54.0,112.86,863.05,6141.79
1922,7977.0,0.0,312.05,670.34,36.1,74.0,0.0,134.86,141.8,93.75,676.6,5837.5
1923,282.15,0.0,0.0,2.25,25.0,0.0,0.0,0.0,0.0,0.0,24.0,230.9
1924,9371.56,1.5,65.7,562.06,12.0,5.2,0.0,381.51,68.26,100.3,474.82,7700.21
1925,10292.34,0.0,61.3,387.84,40.5,6.95,0.0,221.9,202.86,129.4,304.1,8937.49
1930,2215.55,0.0,0.0,7.2,0.0,0.8,0.0,6.7,10.8,0.0,145.2,2044.85
1931,466.93,0.0,0.0,18.83,0.0,0.9,0.0,0.0,0.0,0.2,1.5,445.5
1932,13696.03,4.7,341.62,743.0,87.8,1.6,0.0,249.6,76.72,80.2,1485.5,10625.29
1933,9246.29,0.0,433.6,512.95,4.8,14.85,0.0,277.3,64.8,169.7,887.17,6881.12
1934,6696.48,0.0,25.7,155.57,0.0,62.7,0.0,239.2,0.0,40.1,112.0,6061.21
1935,3683.55,0.0,111.3,299.64,0.0,0.0,0.0,176.4,108.4,110.2,270.6,2607.01
1936,8191.45,0.0,668.7,429.59,2.4,5.6,0.0,174.43,148.15,234.6,386.7,6141.28
1937,349.9,0.0,0.0,22.6,0.0,0.0,0.0,3.0,0.0,1.0,0.0,323.3
1940,9996.7,0.0,480.3,1536.64,16.5,0.9,0.0,69.4,112.8,164.7,443.1,7172.36
1941,1122.2,0.0,64.8,0.0,15.0,0.0,0.0,2.0,0.0,0.9,27.7,1011.8
1950,10409.67,0.0,150.3,385.07,109.3,1.5,0.0,190.13,9.6,46.3,1189.1,8328.37
1951,6941.8,0.0,225.7,199.94,2.8,6.25,0.0,156.1,22.8,62.4,1000.2,5265.61
1952,14981.3,0.0,193.8,445.24,5.5,61.7,0.0,69.1,36.0,127.79,1959.0,12083.17
1953,8447.46,0.0,84.99,593.59,0.0,8.95,3.0,626.6,111.6,96.2,505.3,6417.23
1956,9446.69,0.0,229.76,655.69,12.7,32.4,0.0,231.5,140.4,240.0,199.7,7704.54
1957,9451.99,0.0,296.7,1159.1,51.0,120.3,0.0,242.15,227.0,296.5,152.7,6906.54
1958,7239.38,0.0,28.73,1862.1,0.0,13.5,0.0,751.8,10.8,264.49,34.8,4273.16
1959,15131.05,60.0,390.3,815.88,61.0,26.4,0.0,984.33,72.0,153.3,669.1,11898.74
1960,10690.63,0.0,571.6,580.57,33.1,61.05,0.0,316.3,154.8,279.2,1276.0,7418.01
1961,8503.71,0.0,95.1,720.57,0.0,6.2,0.0,168.1,3.6,108.1,996.0,6406.04
1962,4993.46,0.0,206.1,1235.96,0.0,0.0,0.0,428.6,50.4,133.1,2.6,2936.7
1963,192.06,0.0,0.0,27.36,0.0,0.0,0.0,37.4,1.2,1.6,5.5,119.0
1968,7082.15,0.0,135.7,513.5,5.7,1.9,0.0,128.63,154.08,150.3,501.6,5490.74
1969,5781.31,0.0,37.1,438.07,6.0,10.0,20.3,216.9,267.6,285.33,326.9,4173.11
1970,11231.82,0.0,732.3,739.28,58.4,7.5,0.0,329.42,51.12,44.6,844.2,8425.0
1971,8390.1,0.0,604.0,359.86,31.5,49.05,18.0,239.38,96.0,94.4,891.4,6006.51
1976,6476.3,0.12,57.2,1502.79,0.0,0.0,0.0,1196.8,18.0,230.89,5.5,3465.0
1977,12510.35,0.0,418.8,1305.78,5.5,1.26,0.0,144.7,26.82,34.65,1192.5,9380.34
1978,551.42,0.0,0.0,3.82,0.0,0.0,0.0,6.7,14.4,0.0,7.6,518.9
1979,824.47,0.0,0.0,11.47,0.0,0.0,0.0,4.0,0.0,3.2,197.0,608.8
1980,7357.81,1.2,103.53,503.88,20.5,39.1,0.0,178.06,48.06,71.4,428.5,5963.58
1981,8452.72,0.0,48.6,515.9,18.0,12.75,0.0,691.0,158.4,224.0,335.1,6448.97
1982,12485.74,0.0,594.6,510.88,10.0,1.48,0.0,213.7,72.18,120.3,883.1,10079.5
1983,10835.64,0.0,381.2,343.27,0.0,71.6,0.0,134.0,82.8,151.3,948.87,8722.6
1984,11050.28,0.0,121.0,1319.15,0.8,10.7,0.0,183.78,36.12,56.23,813.18,8509.32
1985,12937.64,103.01,272.3,1048.78,24.0,94.75,0.0,634.8,76.6,229.58,725.95,9727.87
1986,7859.39,0.8,6.8,726.44,10.5,13.15,0.0,122.13,46.66,61.0,661.48,6210.43
1987,7945.12,0.0,122.2,767.1,10.0,66.15,0.0,506.4,73.0,134.8,787.53,5477.94
1988,6096.12,0.0,172.3,653.55,30.8,13.2,0.0,772.75,72.0,379.76,435.5,3566.26
1989,2032.83,0.0,40.1,272.43,5.3,2.0,0.0,113.5,72.0,144.6,103.8,1279.1
1990,6073.16,0.0,116.9,558.47,6.8,6.9,0.0,147.1,86.4,115.9,348.2,4686.49
1991,6745.05,0.0,130.9,440.18,31.0,8.0,0.0,121.2,80.7,159.4,394.8,5378.87
1992,10529.05,0.0,40.5,623.21,46.0,248.4,0.0,390.36,3.6,388.13,401.5,8387.35
1993,9966.54,0.0,799.9,782.3,27.0,0.45,0.0,175.4,128.9,231.6,931.1,6889.89
2000,14470.43,0.0,773.48,1036.57,96.3,14.85,0.0,57.9,284.4,52.1,1610.63,10544.2
2001,10321.27,0.0,405.4,906.63,4.6,20.45,0.0,578.1,21.6,51.3,2142.7,6190.49
2002,8761.06,1.0,145.6,822.5,92.0,0.0,0.0,461.9,16.8,96.73,595.96,6528.57
2003,7762.46,44.13,182.4,508.56,41.6,55.9,0.0,243.9,36.0,104.8,419.7,6125.47
2008,7119.71,0.0,147.5,240.14,25.8,11.4,0.0,38.5,90.6,165.8,725.5,5674.47
2009,12517.8,0.61,220.6,833.52,15.4,118.1,0.0,268.03,1.1,75.1,1594.9,9390.44
2010,10387.92,0.98,194.9,1431.04,2.26,41.8,0.0,514.53,37.24,93.57,987.9,7083.7
2011,6677.18,0.0,78.0,592.43,25.85,31.8,0.0,75.4,84.9,39.5,212.6,5536.7
2012,9007.62,15.0,132.77,580.0,55.0,52.4,0.0,417.28,0.0,169.69,370.7,7214.78
2013,10534.29,0.0,215.1,298.2,52.6,9.7,0.0,97.2,43.2,139.3,591.3,9087.69
2014,9101.02,0.0,501.9,538.12,46.4,14.9,0.0,333.49,54.0,135.8,1145.9,6330.51
2015,7267.34,0.0,132.2,448.74,0.6,66.7,0.0,411.3,82.8,238.9,586.3,5299.8
2016,391.22,0.0,0.0,146.72,30.0,0.0,0.0,0.0,0.0,0.0,0.0,214.5
2017,237.2,0.0,0.0,9.2,0.0,0.0,0.0,0.0,0.0,0.6,0.0,227.4
2020,11571.65,0.0,767.92,831.0,271.3,1.2,0.0,215.88,51.66,84.7,983.53,8364.46
2021,9870.68,0.0,206.3,1676.43,5.0,0.6,0.0,491.13,126.0,146.2,1017.32,6201.7
2022,8194.72,0.0,289.8,656.11,31.1,0.0,0.0,282.58,118.8,181.3,216.7,6418.33
2023,8943.46,0.0,333.6,665.2,19.5,60.05,0.0,129.1,68.4,205.0,1122.6,6340.01
2024,12135.81,2.6,60.1,948.76,108.0,14.1,0.0,192.3,72.6,130.2,1413.06,9194.09
2025,8845.38,0.0,84.9,501.52,15.0,62.25,0.0,305.6,128.4,185.3,686.7,6875.71
2026,10371.61,0.0,241.1,1130.06,102.0,6.1,0.0,129.24,33.96,122.8,1014.04,7592.31
2027,13519.66,31.18,809.5,869.63,23.0,76.0,0.0,543.86,43.2,242.1,1357.7,9523.49
2028,12212.0,0.01,170.8,1276.86,0.0,35.0,0.0,206.71,172.8,168.5,630.5,9550.82
2029,7479.6,0.0,190.85,915.29,15.5,13.8,0.0,489.32,122.4,36.0,365.1,5331.34
2036,10547.07,0.0,372.5,514.7,15.0,0.8,0.0,239.5,23.42,64.1,628.8,8688.25
2037,12282.76,15.0,758.4,998.33,11.9,104.4,75.5,576.8,46.8,192.5,871.56,8631.57
2038,8819.2,4.11,39.7,832.98,73.93,0.2,0.0,159.89,24.12,67.83,985.2,6631.24
2039,7339.71,0.0,159.0,225.36,39.0,10.2,0.0,31.5,21.6,80.3,963.56,5809.19
2040,13361.68,0.0,182.1,788.57,11.0,10.5,0.0,1180.2,205.5,273.61,906.0,9804.2
2041,6323.5,0.0,54.9,768.94,49.0,20.3,0.0,408.52,18.2,179.14,361.4,4463.1
2042,1661.52,0.0,0.11,49.86,0.0,0.0,0.0,15.05,0.0,2.6,52.4,1541.5
2043,7696.71,0.0,30.5,764.84,0.0,0.0,0.0,247.41,86.4,98.9,269.1,6199.56
2044,7630.93,0.0,0.0,368.73,0.0,0.0,0.0,235.8,20.46,119.0,418.1,6468.84
2045,8984.58,0.0,236.5,191.33,30.0,51.05,0.0,82.0,3.6,123.6,596.5,7670.0
2046,364.01,0.0,0.0,3.36,0.0,0.0,0.0,0.0,0.0,0.3,12.5,347.85
2047,7269.93,8.0,13.2,375.89,126.0,11.0,7.2,494.25,46.34,161.25,49.5,5977.3
2050,8159.2,0.0,26.57,1319.23,25.3,1.8,0.0,620.7,10.8,54.8,643.8,5456.2
2051,7857.84,0.0,10.2,1201.41,0.0,25.6,0.0,183.64,38.2,58.2,243.9,6096.69
2054,9287.01,0.0,184.7,723.23,9.5,5.4,0.0,463.37,196.4,68.19,804.32,6831.9
2055,6195.9,0.0,96.8,633.97,2.0,0.0,0.0,134.1,114.0,23.6,214.3,4977.13
2058,12265.92,7.8,71.2,1150.64,19.2,0.0,0.0,248.92,121.86,343.6,1563.3,8739.4
2059,9513.25,0.0,135.5,1125.56,22.0,12.2,0.0,124.8,18.0,164.1,520.2,7390.89
2060,5965.38,0.0,12.9,469.31,11.0,16.0,0.0,289.49,88.6,35.5,100.1,4942.48
2061,6813.75,0.0,60.1,432.39,0.0,25.05,0.0,270.56,90.0,67.9,91.9,5775.85
2062,6946.44,20.9,136.8,137.61,30.6,0.0,0.0,26.9,4.8,128.2,1007.2,5453.43
2063,8407.2,36.08,434.9,249.44,24.7,3.3,0.0,42.0,7.2,211.3,1133.5,6264.78
2064,10858.9,12.49,426.9,313.15,28.9,0.3,0.0,10.0,26.76,260.6,1633.0,8146.8
2065,10315.83,0.0,732.04,347.51,21.6,4.65,0.0,54.6,7.2,250.9,1591.3,7306.03
2066,9562.19,31.1,414.1,268.27,23.2,0.6,0.0,23.3,16.92,331.9,1579.6,6873.2
2067,11677.77,56.42,912.26,708.88,7.5,99.0,0.0,243.35,25.2,303.7,1732.3,7589.16
2068,11666.04,0.2,64.5,481.04,38.5,0.0,0.0,96.4,4.8,262.5,1926.9,8791.2
2069,12073.85,0.0,303.4,1095.1,28.6,0.0,0.0,47.9,21.6,215.5,1650.4,8711.35
2072,9269.08,3.3,138.7,917.53,11.1,5.4,0.0,153.9,107.64,179.5,732.9,7019.11
2073,8083.8,0.0,287.0,442.48,11.5,1.65,0.0,49.53,57.6,169.7,535.4,6528.94
2074,9668.37,0.0,224.4,564.06,37.5,71.65,0.0,9.6,57.6,25.9,1422.6,7255.06
2075,7208.53,0.0,109.3,1104.03,0.0,9.0,35.0,2025.81,3.0,61.86,41.5,3819.03
2078,7116.77,0.7,143.4,289.75,40.0,0.1,0.0,23.3,39.1,104.3,887.6,5588.52
2079,7716.08,0.0,326.2,567.68,7.0,5.4,0.0,56.93,46.8,134.6,1303.7,5267.77
2080,7587.42,37.47,361.3,468.6,4.5,1.0,14.0,135.5,389.4,527.1,520.6,5127.95
2081,11989.0,0.0,696.8,738.3,7.5,23.69,0.0,502.5,244.8,127.3,1138.1,8510.01
2082,8688.99,0.0,6.6,584.23,3.5,22.8,0.0,308.81,61.86,220.43,663.7,6817.06
2083,9082.14,0.0,123.6,992.69,0.3,0.1,5.0,206.43,50.4,118.55,1160.3,6424.77
2084,3003.79,0.0,132.3,603.89,0.0,0.0,0.0,455.8,0.0,28.2,17.8,1765.8
2085,5102.62,0.0,115.2,345.16,17.1,9.9,0.0,176.5,82.8,168.3,204.2,3983.46
2086,6222.77,0.0,94.8,378.59,0.0,14.6,0.0,370.8,0.0,92.1,280.1,4991.78
2087,10364.73,20.0,107.1,1183.93,103.54,0.0,0.0,184.6,60.0,254.72,450.3,8000.54
2088,12166.98,2.32,106.1,1243.78,10.0,6.05,0.0,219.4,82.68,46.5,1472.9,8977.25
2089,13315.35,0.0,327.9,615.87,25.9,37.35,0.0,405.54,271.26,135.3,1221.15,10275.08
2090,10749.06,22.9,121.2,1001.23,4.4,5.6,0.0,511.73,89.46,187.9,864.7,7939.94
2091,9371.78,0.0,137.5,344.8,0.0,5.4,0.0,97.0,90.0,170.6,831.1,7695.38
2092,8034.75,5.29,9.8,519.34,18.9,3.5,0.0,181.16,53.78,81.0,1067.4,6094.58
2093,7861.81,0.0,81.6,801.08,0.0,7.05,0.0,179.3,7.2,82.8,985.7,5717.08
2098,6433.94,0.0,55.7,510.86,42.0,64.1,0.0,610.5,59.4,128.8,525.25,4437.33
2099,11196.39,0.0,175.6,1432.31,0.0,2.5,0.0,78.55,4.8,102.85,1129.8,8269.98
2100,11622.85,1.1,54.4,1062.33,0.0,0.0,0.0,181.54,27.84,186.0,1021.2,9088.44
2101,11345.71,0.0,86.0,1147.53,0.0,53.7,0.0,874.33,97.2,219.6,1253.44,7613.91
2102,11974.07,4.0,316.9,391.23,102.83,0.0,0.0,479.3,0.0,90.6,1794.4,8794.81
2103,10036.49,0.0,163.9,439.77,132.5,159.2,0.0,411.7,0.0,144.3,725.3,7859.82
2104,4902.7,0.0,142.8,530.25,0.0,14.0,0.0,97.5,25.2,11.4,848.6,3232.95
2105,245.1,0.0,0.0,4.2,0.0,0.0,0.0,6.3,0.0,0.0,0.0,234.6
2106,9278.43,0.01,120.7,1215.55,0.0,1.3,0.0,121.9,58.8,129.98,719.3,6910.89
2107,5880.72,0.0,254.97,367.0,6.7,49.2,0.0,431.3,68.4,63.1,120.4,4519.65
2108,8575.67,0.0,442.0,612.69,31.5,46.4,0.0,264.4,212.4,40.5,703.7,6222.08
2109,10948.63,4.77,133.4,1348.85,30.3,8.1,0.0,275.01,135.02,25.93,1478.64,7508.61
2110,7284.79,39.0,561.5,617.52,2.2,177.2,0.0,327.3,69.6,107.4,279.8,5103.27
2111,96.1,0.0,0.0,7.7,0.0,0.0,0.0,1.0,0.0,0.0,6.4,81.0
2112,8377.68,6.7,103.4,564.77,78.6,0.0,0.0,224.15,0.0,194.4,536.1,6669.56
2113,9464.46,0.0,54.8,477.72,0.0,4.1,0.0,120.9,0.0,215.9,1030.4,7560.64
2114,6882.61,0.0,153.81,289.56,30.5,32.05,0.0,304.16,39.6,118.2,288.3,5626.43
2115,6074.87,0.0,6.4,545.43,15.0,41.45,0.0,188.0,90.0,91.2,259.6,4837.79
2116,9670.09,0.0,121.8,628.51,11.5,0.0,0.0,162.3,90.6,163.7,726.8,7764.88
2117,9290.42,0.0,19.8,1139.18,20.0,6.3,0.0,150.38,42.42,167.48,683.1,7061.76
2118,4038.84,0.0,10.2,351.43,0.0,0.0,0.0,69.5,7.2,38.8,310.5,3251.21
2119,8068.2,0.0,319.9,891.61,0.0,19.5,0.0,208.65,14.4,124.8,473.9,6015.44
2120,9885.47,0.0,210.8,799.06,1.0,4.55,0.0,433.13,39.6,71.8,731.9,7593.63
2121,3989.37,0.0,36.6,580.61,0.0,1.8,0.0,324.26,93.6,63.5,90.7,2798.3
2122,11861.48,0.0,98.3,839.9,36.5,1.7,0.0,236.52,31.56,56.5,1807.1,8753.4
2123,11746.46,0.0,255.4,317.98,0.0,26.45,0.0,132.23,72.0,80.8,2396.4,8465.2
2124,7562.77,1.0,31.3,980.92,6.5,3.3,0.0,136.96,41.28,70.3,1247.9,5043.31
2125,7287.41,0.0,89.0,1024.94,0.0,2.0,0.0,307.4,0.0,3.0,1338.53,4522.54
2132,10135.65,0.0,33.9,1117.79,10.0,0.1,0.0,225.06,104.46,109.9,491.6,8042.84
2133,10718.92,0.0,234.74,1066.44,25.5,15.2,0.0,439.7,28.8,162.2,415.6,8330.74
2134,11605.32,0.01,351.6,1103.41,22.4,2.6,0.0,295.79,74.82,238.76,863.6,8652.33
2135,12636.88,38.99,458.48,874.78,15.0,46.9,0.0,374.53,130.2,289.5,1040.29,9368.21
2136,6740.97,0.0,138.7,615.08,20.3,0.0,22.0,207.85,21.6,75.2,651.74,4988.5
2137,11287.71,0.0,131.4,1105.56,45.8,95.55,0.0,392.39,90.8,84.7,738.2,8603.31
